Aug. 1, 2013	HR 1582	Energy Consumers Relief Act of 2013	Bill Passed - House(232 - 181)	Yea	
June 11, 2010	S 405	Relating to Property Taxes for Live-In Boats	Vetoed - Executive	Veto	
June 11, 2010	H 4187	Relating to Airport Lease Terms	Vetoed - Executive	Veto	
June 11, 2010	H 4542	Relating to Ethics Investigation Reports	Vetoed - Executive	Veto	
June 11, 2010	S 950	Relating to "Improvement Districts"	Vetoed - Executive	Veto	
June 11, 2010	S 783	Relating to Patriots Point	Vetoed - Executive	Veto	
June 11, 2010	S 717	Relating to Sales Tax Exemption	Vetoed - Executive	Veto	
June 11, 2010	S 288	Relating to Drivers License Symbols	Vetoed - Executive	Veto	
June 11, 2010	S 337	Relating to Certificates of Need	Vetoed - Executive	Veto	
June 9, 2010	H 4657	2010-2011 Budget	Signed - Executive	Line Item Veto	
June 7, 2010	H 3790	Relating to Mortgage Loan Originators	Vetoed - Executive	Veto	
June 7, 2010	H 4715	Relating to the  Chesterfield Jefferson National Guard Armory	Vetoed - Executive	Veto	
June 7, 2010	H 4174	Relating to Property Transfer Reassesments	Vetoed - Executive	Veto	
June 7, 2010	S 850	Relating to Forestry Commission Income Tax Contribution	Vetoed - Executive	Veto	
June 7, 2010	S 962	Relating to Coroners	Vetoed - Executive	Veto	
June 7, 2010	H 4250	Relating to the Lowcountry-Horry Technical College Enterprise	Vetoed - Executive	Veto	
May 28, 2010	S 1190	Related to Richland Farmer's Market Loan	Vetoed - Executive	Veto	
May 28, 2010	S 1379	Relating to Guardian ad Litem Renaming	Vetoed - Executive	Veto	
May 28, 2010	H 3536	Relating to Coroner Candidates	Vetoed - Executive	Veto	
May 28, 2010	H 4828	Relating to the Irmo Fire District	Vetoed - Executive	Veto	
May 28, 2010	S 836	Relating to Riverbanks Zoo	Vetoed - Executive	Veto	
May 28, 2010	S 906	Relating to Judicial Retirement	Vetoed - Executive	Veto	
May 28, 2010	S 1363	Relating to National Board Certification Teachers	Vetoed - Executive	Veto	
May 19, 2010	H 4923	Relating to Orangeburg School General Obligation Bonds	Vetoed - Executive	Veto	
May 19, 2010	S 454	Relating to Pyrotechnic Board Membership	Vetoed - Executive	Veto	
May 12, 2010	S 481	Relating to the Certified Athletic Trainer Foundation	Vetoed - Executive	Veto	
May 12, 2010	H 4511	Relating to the Rural Infrastructure Authority	Vetoed - Executive	Veto	
May 12, 2010	H 4347	Relating to the Chief Economist	Vetoed - Executive	Veto	
May 12, 2010	H 4607	Relating to Automobile Advertising	Vetoed - Executive	Veto	
May 12, 2010	H 3161	Relating to Court Fees	Vetoed - Executive	Veto	
May 11, 2010	H 3584	Cigarette Tax Increase	Vetoed - Executive	Veto	
April 26, 2010	H 4755	Georgetown County School District	Vetoed - Executive	Veto	
April 26, 2010	H 3395	General Reserve Fund	Vetoed - Executive	Veto	
March 31, 2010	H 4728	Bond Authority for Fort Mill School District No. 4	Vetoed - Executive	Veto	
March 31, 2010	H 3707	Gasoline Supplier Ethanol Requirements	Vetoed - Executive	Veto	
March 31, 2010	S 964	Establishing the Technical College of the Lowcountry Enterprise Campus Authority	Vetoed - Executive	Veto	
March 31, 2010	S 191	Authorizing Warrantless Searches and Seizures of Probationers and Parolees	Vetoed - Executive	Veto	
March 31, 2010	S 19	Relating to Private College and University Police Jurisdiction	Vetoed - Executive	Veto	
Feb. 24, 2010	H 4432	Fairfield County School District Board of Trustees Amendments	Vetoed - Executive	Veto	
Feb. 24, 2010	H 4431	Fairfield County School District Finance Committee Establishment	Vetoed - Executive	Veto	
Feb. 24, 2010	H 3624	Dorchester County Transportation Committee Payment Specifications	Vetoed - Executive	Veto	
June 2, 2009	S 351	State Ports Authority Amendments	Vetoed - Executive	Veto	
May 19, 2009	H 3560	2009-2010 Budget	Signed - Executive	Line Item Veto	
May 19, 2009	H 3616	Enterprise Campus Authorities	Vetoed - Executive	Veto	
May 6, 2009	S 540	School Day Make-Up Requirement Exemption	Vetoed - Executive	Veto	
May 6, 2009	H 3627	Department of Education Boat Use for Sandy Island Residents	Vetoed - Executive	Veto	
May 6, 2009	H 3776	Per Diem and Travel Expenses for Dorchester County Officials	Vetoed - Executive	Veto	
April 8, 2009	H 3583	School Day Make-Up Requirement Exemption	Vetoed - Executive	Veto	
April 8, 2009	H 3649	School Day Make-Up Requirement Exemption	Vetoed - Executive	Veto	
July 2, 2008	S 429	DNA Sampling Upon Felony Arrest	Vetoed - Executive	Veto	
June 16, 2008	S 181	Corrections Clean-Up	Vetoed - Executive	Veto	
June 16, 2008	H 4554	Real Estate	Vetoed - Executive	Veto	
June 16, 2008	H 3812	Millage Cap Exceptions	Vetoed - Executive	Veto	
June 16, 2008	H 3912	Physician Practice Act	Vetoed - Executive	Veto	
June 16, 2008	S 577	Assault on Sports Officials	Vetoed - Executive	Veto	
June 16, 2008	H 4950	Textile Revitalization	Vetoed - Executive	Veto	
June 11, 2008	H 4982	Dillon County Millage	Vetoed - Executive	Veto	
June 11, 2008	S 970	DHEC AIDS Notification	Vetoed - Executive	Veto	
June 11, 2008	S 799	Acupuncture	Vetoed - Executive	Veto	
June 11, 2008	H 4773	Employment Security	Vetoed - Executive	Veto	
June 11, 2008	S 1141	Energy Efficient Mobile Homes	Vetoed - Executive	Veto	
June 11, 2008	S 968	Concealed Weapons	Vetoed - Executive	Veto	
June 11, 2008	H 4743	Amends Property Tax Laws	Vetoed - Executive	Veto	
June 11, 2008	H 5012	Nurse Nametag	Vetoed - Executive	Veto	
June 11, 2008	H 4815	Film Incentives	Vetoed - Executive	Veto	
June 11, 2008	S 1143	Sales Tax Holidays and Splash Blending	Vetoed - Executive	Veto	
June 11, 2008	S 1252	Endowed Chairs	Vetoed - Executive	Veto	
June 11, 2008	H 3993	Baseball Days	Vetoed - Executive	Veto	
June 11, 2008	H 4339	National Guard Pension	Vetoed - Executive	Veto	
June 11, 2008	H 4470	Fire Sprinklers	Vetoed - Executive	Veto	
June 4, 2008	S 950	Denmark Tech	Vetoed - Executive	Veto	
June 4, 2008	H 3028	Misrepresentation of Food Origin	Vetoed - Executive	Veto	
June 4, 2008	S 1022	Nursing Initiative	Vetoed - Executive	Veto	
June 4, 2008	H 4400	Immigration Bill	Signed - Executive	Sign	
June 4, 2008	H 3723	AED	Vetoed - Executive	Veto	
June 4, 2008	H 4529	Cosmetic Lenses	Vetoed - Executive	Veto	
June 4, 2008	H 4900	RIP Cigarettes	Vetoed - Executive	Veto	
May 28, 2008	H 4328	Administrative Law	Vetoed - Executive	Veto	
May 28, 2008	S 1085	Ethics Act	Vetoed - Executive	Veto	
May 28, 2008	S 1161	Marion Court Library	Vetoed - Executive	Veto	
May 28, 2008	H 4800	General Appropriations	Vetoed - Executive	Line Item Veto	
May 28, 2008	H 4801	Capital Reserve Fund	Vetoed - Executive	Line Item Veto	
May 28, 2008	H 3906	Baseball Days	Vetoed - Executive	Veto	
May 27, 2008	H 3567	Cigarette Tax Increase	Vetoed - Executive	Veto	
May 26, 2008	H 4876	Retirement Cost Of Living Adjustments	Vetoed - Executive	Veto	
May 21, 2008	S 401	Procurement Preferences	Vetoed - Executive	Veto	
May 21, 2008	H 3649	Alternative Fuels	Vetoed - Executive	Veto	
May 14, 2008	H 4844	Dillon County Bond Revenue	Vetoed - Executive	Veto	
May 14, 2008	H 3543	Environmental Board	Vetoed - Executive	Veto	
May 14, 2008	H 3816	Bankruptcy Exemptions	Vetoed - Executive	Veto	
May 14, 2008	H 3084	Motorcycle Dealerships	Vetoed - Executive	Veto	
May 14, 2008	H 4520	Revenue Bonds	Vetoed - Executive	Veto	
May 14, 2008	S 1066	Farmers Market	Vetoed - Executive	Line Item Veto	
May 14, 2008	S 1039	Discharge of Firearms	Vetoed - Executive	Veto	
May 14, 2008	H 4774	Deer Tax Credit	Vetoed - Executive	Veto	
May 14, 2008	H 3355	Pre-Abortion Ultrasound	Signed - Executive	Sign	
April 15, 2008	H 3379	High school rank criteria for the Palmetto Fellows Scholarship and the Life Scholarship	Vetoed - Executive	Veto	
April 2, 2008	H 4686	Providing for the transfer of a surplus operations and maintenance shop in Newberry to the County of Newberry	Vetoed - Executive	Veto	
April 2, 2008	S 771	Creating the Allendale County Aeronautics and Development Commission	Vetoed - Executive	Veto	
April 2, 2008	S 990	Changing the amount of time alloted for individuals to submit proposed testimony to the Judicial Merit Selection Commission	Vetoed - Executive	Veto	
April 2, 2008	H 3632	Criminal background checks for applicants for licensure to practice nursing and nursing licensees under investigation or disciplinary proceedings	Vetoed - Executive	Veto	
Feb. 27, 2008	H 4403	Designating the site of the Boiling Springs Geyser in Spartanburg County as a State Historic Site	Vetoed - Executive	Veto	
June 27, 2007	H 3471	Contingency Reserve Fund	Vetoed - Executive	Veto	
June 27, 2007	H 3621	Capital Reserve Fund Appropriations	Vetoed - Executive	Veto	
June 27, 2007	S 656	Tax Relief and Appropriations	Vetoed - Executive	Veto	
June 27, 2007	S 355	Restructuring the Department of Transportation	Signed - Executive	Sign	
June 27, 2007	H 3620	State Government Appropriations	Vetoed - Executive	Veto	
June 27, 2007	H 3749	Annual Tax Bill	Vetoed - Executive	Veto	
June 26, 2007	S 804	Oconee County Registration and Elections Commission	Vetoed - Executive	Veto	
June 26, 2007	S 816	Darlington County Transportation Committee	Vetoed - Executive	Veto	
June 25, 2007	S 332	Workers' Compensation	Signed - Executive	Sign	
June 22, 2007	H 3124	Open Enrollment and Optional Programs	Vetoed - Executive	Veto	
June 18, 2007	H 3304	Emergency Medical Services Employment Act	Vetoed - Executive	Veto	
June 18, 2007	H 4164	Hampton County Board of Elections and Voter Registration	Vetoed - Executive	Veto	
June 18, 2007	H 3254	Schools' Academic Performance	Vetoed - Executive	Veto	
June 18, 2007	S 446	Indigent Defense Act	Vetoed - Executive	Veto	
June 14, 2007	H 4178	Medicaid Transportation Advisory Committee	Vetoed - Executive	Veto	
June 14, 2007	H 3481	Fire Sprinkler Contractors	Vetoed - Executive	Veto	
June 14, 2007	H 3045	Volunteer Strategic & Assistance Fire Equipment Act	Vetoed - Executive	Veto	
June 14, 2007	S 243	Hydrogen Infrastructure Development Act	Vetoed - Executive	Veto	
June 14, 2007	H 3034	Energy Efficiency Act	Vetoed - Executive	Veto	
June 14, 2007	S 91	Research & Development Tax Credit Reform Act	Vetoed - Executive	Veto	
June 14, 2007	S 99	Presidential Primaries Conducted by the State Election Commission	Vetoed - Executive	Veto	
June 6, 2007	S 334	Military Spouse Unemployment Benefits	Vetoed - Executive	Veto	
June 6, 2007	H 3510	Duck Stamps	Vetoed - Executive	Veto	
June 6, 2007	S 20	Autism Mandate	Vetoed - Executive	Veto	
June 6, 2007	S 139	Property Taxes on Motor Homes and Boats	Vetoed - Executive	Veto	
June 6, 2007	H 3161	Public School Transportation	Vetoed - Executive	Veto	
June 4, 2007	S 657	Nursing Initiative Act	Vetoed - Executive	Veto	
June 4, 2007	H 3711	Joint Authority Water and Sewer Act	Vetoed - Executive	Veto	
June 4, 2007	H 3409	Charleston County Aviation Authority Membership	Vetoed - Executive	Veto	
June 4, 2007	S 174	Horry County Transportation Committee	Vetoed - Executive	Veto	
June 4, 2007	H 3490	Alcohol Education Program Act and Solicitors	Vetoed - Executive	Veto	
June 4, 2007	H 3833	Election Dates for Cherokee County School District 1 and City of Gaffney Public Works Commission	Vetoed - Executive	Veto	
June 1, 2007	H 3818	Hampton County School Districts Boards of Trustee	Vetoed - Executive	Veto	
June 1, 2007	S 603	Colleton County School District Board of Trustees Salaries	Vetoed - Executive	Veto	
June 1, 2007	H 3960	DOT and Naming Signs	Vetoed - Executive	Veto	
June 1, 2007	H 3289	Sales Tax Exemption on Gold	Vetoed - Executive	Veto	
May 29, 2007	S 666	Winthrop University	Vetoed - Executive	Veto	
May 23, 2007	S 277	Laurens County Mowing	Vetoed - Executive	Veto	
May 15, 2007	S 348	Chandler's Law	Vetoed - Executive	Veto	
May 2, 2007	H 3115	Special Purpose Districts	Vetoed - Executive	Veto	
May 2, 2007	S 451	University Revenue Bonds	Vetoed - Executive	Veto	
May 2, 2007	H 3509	Local Housing Trust Funds	Vetoed - Executive	Veto	
May 2, 2007	H 3694	Dolly Cooper Cemetery	Vetoed - Executive	Veto	
May 1, 2007	H 3505	Jasper County Port Authority	Signed - Executive	Sign	
March 28, 2007	H 3226	Ethics	Vetoed - Executive	Veto	
March 28, 2007	S 408	County Designations	Vetoed - Executive	Veto	
March 27, 2007	H 3357	Cty Transportation Committee - PMT Marlboro	Vetoed - Executive	Veto	
June 13, 2006	H 4810	2006-2007 Budget	Vetoed - Executive	Veto	
June 14, 2005	H 3239	Employment Security Commission Spartanburg Facility	Vetoed - Executive	Veto	
Jan. 9, 2014	HR 2279	Reducing Excessive Deadline Obligations Act of 2014	Bill Passed - House(225 - 188)	Yea	
Dec. 12, 2013	H J Res 59	Continuing Appropriations Resolution, 2014	Concurrence Vote Passed - House(332 - 94)	Nay	
Dec. 11, 2013	HR 2019	Kids First Research Act of 2013	Bill Passed - House(295 - 103)	Yea	
Dec. 5, 2013	H Amdt 521	Authorizes Judicial Discretion in Awarding Legal Fees in Patent Lawsuits	Amendment Rejected - House(199 - 213)	Nay	
Dec. 5, 2013	H Amdt 524	Limits Covered Customers to Businesses With Less Than $25 Million in Revenue	Amendment Rejected - House(144 - 266)	Nay	
Dec. 5, 2013	HR 3309	Innovation Act	Bill Passed - House(325 - 91)	Yea	
Dec. 4, 2013	HR 1105	Small Business Capital Access and Job Preservation Act	Bill Passed - House(254 - 159)	Yea	
Nov. 21, 2013	H Amdt 512	Requires Natural Gas Pipeline Applications to Include Certain Information	Amendment Rejected - House(183 - 233)	Nay	
Nov. 21, 2013	H Amdt 513	Removes the Federal Energy Regulatory Commission Permit Issuance Requirement	Amendment Rejected - House(184 - 233)	Nay	
Nov. 21, 2013	H Amdt 515	Prohibits the Natural Gas Pipeline Permitting Reform Act from Taking Effect During the Sequester	Amendment Rejected - House(175 - 243)	Nay	
Nov. 21, 2013	HR 1900	Natural Gas Pipeline Permitting Reform Act	Bill Passed - House(252 - 165)	Yea	
Nov. 20, 2013	H Amdt 498	Specifies That Certain Fees Do Not Limit the Right to Petition	Amendment Rejected - House(199 - 222)	Yea	
Nov. 20, 2013	H Amdt 499	Authorizes the Secretary of the Interior to Require Certain Findings for Categorical Exclusions	Amendment Rejected - House(194 - 228)	Nay	
Nov. 20, 2013	H Amdt 503	Requires a Report on the Effect of Flooding on Oil and Gas Facilities	Amendment Rejected - House(202 - 221)	Nay	
Nov. 20, 2013	H Amdt 504	Appropriates $10 Million to the Commodity Futures Trading Commission	Amendment Rejected - House(195 - 226)	Nay	
Nov. 20, 2013	H Amdt 507	Specifies the Authority of the Secretary of Interior on the Regulation of Methane Emissions	Amendment Rejected - House(190 - 230)	Nay	
Nov. 20, 2013	HR 1965	Federal Lands Jobs and Energy Security Act	Bill Passed - House(228 - 192)	Yea	
Nov. 20, 2013	HR 2728	Protecting States' Rights to Promote American Energy Security Act	Bill Passed - House(235 - 187)	Yea	
Nov. 15, 2013	HR 3350	Keep Your Health Plan Act of 2013	Bill Passed - House(261 - 157)	Yea	
Nov. 14, 2013	HR 2655	Lawsuit Abuse Reduction Act of 2013	Bill Passed - House(228 - 195)	Yea	
Nov. 13, 2013	HR 982	Furthering Asbestos Claim Transparency (FACT) Act of 2013	Bill Passed - House(221 - 199)	Yea	
Oct. 30, 2013	H J Res 99	Disapproval of the President's Exercise of Authority to Suspend the Debt Limit	Joint Resolution Passed - House(222 - 191)	Yea	
Oct. 30, 2013	HR 992	Swaps Regulatory Improvement Act	Bill Passed - House(292 - 122)	Yea	
Oct. 29, 2013	HR 2374	Retail Investor Protection Act	Bill Passed - House(254 - 166)	Did Not Vote	
Oct. 29, 2013	HR 3361	USA FREEDOM Act	House	Co-sponsor	
Oct. 29, 2013	HR 3370	Homeowner Flood Insurance Affordability Act of 2014	House	Co-sponsor	
Oct. 16, 2013	HR 2775	Continuing Appropriations Resolution, 2014	Concurrence Vote Passed - House(285 - 144)	Nay	
Oct. 11, 2013	H J Res 76	National Nuclear Security Administration Continuing Appropriations Resolution, 2014	Bill Passed - House(248 - 176)	Yea	
Oct. 10, 2013	H J Res 79	Border Security and Enforcement Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(249 - 175)	Yea	
Oct. 9, 2013	H J Res 90	Federal Aviation Administration Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(252 - 172)	Yea	
Oct. 8, 2013	H J Res 84	Head Start Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(248 - 168)	Yea	
Oct. 7, 2013	H J Res 77	Food and Drug Administration Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(235 - 162)	Did Not Vote	
Oct. 4, 2013	H J Res 75	Special Supplemental Nutrition Program for Women, Infants, and Children Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(244 - 164)	Yea	
Oct. 4, 2013	H J Res 85	Federal Emergency Management Agency Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(247 - 164)	Yea	
Oct. 3, 2013	HR 3230	Pay Our Guard and Reserve Act	Bill Passed - House(265 - 160)	Yea	
Oct. 1, 2013	H J Res 70	National Park Service Operations, Smithsonian Institution, National Gallery of Art, and United States Holocaust Memorial Museum Continuing Appropriations Resolution, 2014	Joint Resolution Failed - House(252 - 176)	Yea	
Oct. 1, 2013	H J Res 71	District of Columbia Continuing Appropriations Resolution, 2014	Joint Resolution Failed - House(265 - 163)	Yea	
Oct. 1, 2013	H J Res 72	Veterans Benefits Continuing Appropriations Resolution, 2014	Joint Resolution Failed - House(264 - 164)	Yea	
Sept. 30, 2013	H J Res 59	Continuing Appropriations Resolution, 2014	Concurrence Vote Passed - House(228 - 201)	Yea	
Sept. 29, 2013	H J Res 59	Continuing Appropriations Resolution, 2014	Concurrence Vote Passed - House(248 - 174)	Yea	
Sept. 20, 2013	H J Res 59	Continuing Appropriations Resolution, 2014	Joint Resolution Passed - House(230 - 189)	Yea	
Sept. 20, 2013	HR 1526	Restoring Healthy Forests for Healthy Communities Act	Bill Passed - House(244 - 173)	Yea	
Sept. 18, 2013	H Amdt 463	Amends the Definition of "Strategic and Critical Minerals"	Amendment Rejected - House(187 - 241)	Nay	
Sept. 18, 2013	H Amdt 466	Requires Mine Operators to Include the Cost of Cleanup in Financial Insurance	Amendment Rejected - House(191 - 235)	Nay	
Sept. 18, 2013	HR 761	National Strategic and Critical Minerals Production Act of 2013	Bill Passed - House(246 - 178)	Yea	
Sept. 12, 2013	HR 2775	No Subsidies Without Verification Act	Bill Passed - House(235 - 191)	Yea	
Aug. 2, 2013	H Amdt 448	Requires Congressional Approval Prior to Establishing a Tax on Carbon Emissions	Amendment Adopted - House(237 - 176)	Yea	
Aug. 2, 2013	H Amdt 450	Requires Congressional Approval for Any Rules Under the Patient Protection and Affordable Care Act	Amendment Adopted - House(227 - 185)	Yea	
Aug. 2, 2013	HR 2009	Keep the IRS Off Your Health Care Act of 2013	Bill Passed - House(232 - 185)	Yea	
Aug. 2, 2013	HR 367	Regulations From the Executive in Need of Scrutiny Act of 2013	Bill Passed - House(232 - 183)	Yea	
June 25, 2010	H 3541	Relating to Bear Hunting	Vetoed - Executive	Veto	
June 25, 2010	S 1392	Relating to License Plates	Vetoed - Executive	Veto	
June 21, 2010	S 1372	Relating to Sumter School Bonds	Vetoed - Executive	Veto	
June 21, 2010	H 3975	Relating to Hunters' Education	Vetoed - Executive	Veto	
June 11, 2010	H 4172	Relating to Local Government Requirements	Vetoed - Executive	Veto	
June 11, 2010	H 3746	Relating to Petition Candidates	Vetoed - Executive	Veto	
June 11, 2010	S 405	Relating to Property Taxes for Live-In Boats	Vetoed - Executive	Veto	
June 11, 2010	H 4187	Relating to Airport Lease Terms	Vetoed - Executive	Veto	
June 11, 2010	H 4542	Relating to Ethics Investigation Reports	Vetoed - Executive	Veto	
June 11, 2010	S 950	Relating to "Improvement Districts"	Vetoed - Executive	Veto	
June 11, 2010	S 783	Relating to Patriots Point	Vetoed - Executive	Veto	
June 11, 2010	S 717	Relating to Sales Tax Exemption	Vetoed - Executive	Veto	
June 11, 2010	S 288	Relating to Drivers License Symbols	Vetoed - Executive	Veto	
June 11, 2010	S 337	Relating to Certificates of Need	Vetoed - Executive	Veto	
June 9, 2010	H 4657	2010-2011 Budget	Signed - Executive	Line Item Veto	
June 7, 2010	H 3790	Relating to Mortgage Loan Originators	Vetoed - Executive	Veto	
June 7, 2010	H 4715	Relating to the  Chesterfield Jefferson National Guard Armory	Vetoed - Executive	Veto	
June 7, 2010	H 4174	Relating to Property Transfer Reassesments	Vetoed - Executive	Veto	
June 7, 2010	S 850	Relating to Forestry Commission Income Tax Contribution	Vetoed - Executive	Veto	
June 7, 2010	S 962	Relating to Coroners	Vetoed - Executive	Veto	
June 7, 2010	H 4250	Relating to the Lowcountry-Horry Technical College Enterprise	Vetoed - Executive	Veto	
May 28, 2010	S 1190	Related to Richland Farmer's Market Loan	Vetoed - Executive	Veto	
May 28, 2010	S 1379	Relating to Guardian ad Litem Renaming	Vetoed - Executive	Veto	
May 28, 2010	H 3536	Relating to Coroner Candidates	Vetoed - Executive	Veto	
May 28, 2010	H 4828	Relating to the Irmo Fire District	Vetoed - Executive	Veto	
May 28, 2010	S 836	Relating to Riverbanks Zoo	Vetoed - Executive	Veto	
May 28, 2010	S 906	Relating to Judicial Retirement	Vetoed - Executive	Veto	
